# Created by Octave 3.6.3, Wed Aug 06 11:29:31 2014 CEST <maryna@Jeeves.local>
# name: E
# type: matrix
# rows: 17
# columns: 2
 0.1 0.7944250873388872
 0.05 0.2360588311119112
 0.025 0.0619812672870168
 0.0125 0.0156924560083807
 0.00625 0.003935627238797495
 0.003125 0.0009846919256270954
 0.0015625 0.0002462220548564535
 0.00078125 6.155829614425663e-05
 0.000390625 1.538903305036541e-05
 0.0001953125 3.843890011806209e-06
 9.765625000000001e-05 9.622569921258184e-07
 4.8828125e-05 2.120829527377697e-07
 2.44140625e-05 2.192803487534578e-07
 1.220703125e-05 4.822380484569868e-08
 6.103515625e-06 6.933738280408936e-08
 3.0517578125e-06 2.306857644998357e-07
 0 0


